421829newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/AaronPressman/421829newsML.txt
364077newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/364077newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarkBendeich 31.0


367648newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/367648newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


368884newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/368884newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SimonCowell 45.0


370324newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/370324newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarcelMichelson 30.0


370357newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/370357newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MarkBendeich 31.0


394805newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/394805newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MartinWolk 32.0


394806newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/394806newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinDrawbaugh 23.0


406917newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/406917newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. BradDorfman 6.0


408132newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/408132newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


408804newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/408804newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KouroshKarimkhany 26.0


417103newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/417103newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinMorrison 24.0


420491newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/420491newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


420497newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/420497newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


421639newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/421639newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


422052newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/422052newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


422134newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/422134newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinMorrison 24.0


424443newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/424443newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


424512newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/424512newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KeithWeir 22.0


425010newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/425010newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinMorrison 24.0


427280newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/427280newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


438886newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/438886newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


438888newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/438888newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. NickLouth 36.0


440541newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/TimFarrand/440541newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


293778newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/293778newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


296119newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/296119newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


296173newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/296173newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DarrenSchuettler 7.0


29731newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/29731newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


298327newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/298327newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DarrenSchuettler 7.0


299226newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/299226newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KarlPenhaul 21.0


300047newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/300047newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. WilliamKazer 50.0


300106newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/300106newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


301801newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/301801newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


303104newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/303104newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SamuelPerry 42.0


303895newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/303895newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


312018newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/312018newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JohnMastrini 18.0


321715newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/321715newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


32240newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/32240newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RobinSidel 40.0


33766newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/33766newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


337708newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/337708newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. BradDorfman 6.0


337982newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/337982newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MartinWolk 32.0


338295newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/338295newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. BradDorfman 6.0


340822newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/340822newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


341931newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/341931newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KevinDrawbaugh 23.0


341941newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/341941newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


344135newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/344135newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. FumikoFujisaki 11.0


344592newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/344592newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


349377newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/349377newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. BradDorfman 6.0


349982newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/349982newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


350000newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/350000newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. NickLouth 36.0


35062newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/35062newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


351289newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/351289newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. SamuelPerry 42.0


357129newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/357129newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ScottHillis 44.0


357718newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/357718newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ScottHillis 44.0


360273newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/360273newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KeithWeir 22.0


360422newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/360422newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RobinSidel 40.0


361152newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/361152newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TimFarrand 48.0


363383newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/363383newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JimGilchrist 16.0


364288newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/364288newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. PatriciaCommins 37.0


364315newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/364315newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


365352newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/365352newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


366961newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/366961newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. JimGilchrist 16.0


369634newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/369634newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. EdnaFernandes 9.0


37440newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/37440newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


376602newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/376602newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


378386newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/378386newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


378463newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/378463newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


378665newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/378665newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. RogerFillion 41.0


378702newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/378702newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ToddNissen 49.0


380811newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/380811newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. KirstinRidley 25.0


380932newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/380932newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. BradDorfman 6.0


380937newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/380937newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


381366newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/381366newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


382280newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/ToddNissen/382280newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlexanderSmith 3.0


305704newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/305704newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. TanEeLyn 46.0


316238newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/316238newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. FumikoFujisaki 11.0


320093newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/320093newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. GrahamEarnshaw 12.0


323030newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/323030newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AaronPressman 1.0


323194newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/323194newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. HeatherScoffield 13.0


326930newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/326930newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AaronPressman 1.0


345482newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/345482newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


352827newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/352827newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MartinWolk 32.0


391142newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/391142newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


395504newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/395504newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. HeatherScoffield 13.0


395790newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/395790newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DarrenSchuettler 7.0


396207newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/396207newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. MureDickie 35.0


396728newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/396728newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. DavidLawder 8.0


401033newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/401033newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. LynneO'Donnell 28.0


402543newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/402543newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. ScottHillis 44.0


405326newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/405326newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. AlanCrosby 2.0


412098newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/412098newsML.txt
Canonicizers: Normalize ASCII 
EventDriver: Lexical Frequencies 
Analysis: Linear SVM 
1. WilliamKazer 50.0


416243newsML.txt C:\Users\Rasata Liantsoa\Documents\4INFO\Acqdeco\Reuters50_50\Reuters50_50\C50test/WilliamKazer/416243newsML.txt
